change,changeOverTime,changePercent,close,fClose,fHigh,fLow,fOpen,fVolume,high,id,key,label,low,marketChangeOverTime,open,subkey,symbol,uClose,uHigh,uLow,uOpen,uVolume,updated,volume
0.0,0.0,0.0,483.34,483.34,487.04,480.71,483.12,2664694,487.04,HISTORICAL_PRICES,ADBE,"Apr 1, 21",480.71,0.0,483.12,,ADBE,483.34,487.04,480.71,483.12,2664694,2021-04-02 00:48:01,2664694
-7.96999999999997,-0.01648942773203122,-0.0165,475.37,475.37,482.41,468.7,469.7,3155889,482.41,HISTORICAL_PRICES,ADBE,"Mar 31, 21",468.7,-0.01648942773203122,469.7,,ADBE,475.37,482.41,468.7,469.7,3155889,2021-04-01 00:48:03,3155889
-9.910000000000025,-0.03699259320561095,-0.0208,465.46,465.46,469.0925,461.5,462.58,2436593,469.0925,HISTORICAL_PRICES,ADBE,"Mar 30, 21",461.5,-0.03699259320561095,462.58,,ADBE,465.46,469.0925,461.5,462.58,2436593,2021-03-31 01:16:09,2436593
3.8600000000000136,-0.02900649646211773,0.0083,469.32,469.32,472.0,462.5,469.03,3142203,472.0,HISTORICAL_PRICES,ADBE,"Mar 29, 21",462.5,-0.02900649646211773,469.03,,ADBE,469.32,472.0,462.5,469.03,3142203,2021-03-30 01:00:00,3142203
-0.2300000000000182,-0.029482351967559068,-0.0005,469.09,469.09,469.77,449.05,450.25,3615888,469.77,HISTORICAL_PRICES,ADBE,"Mar 26, 21",449.05,-0.029482351967559068,450.25,,ADBE,469.09,469.77,449.05,450.25,3615888,2021-03-27 01:16:02,3615888
-18.099999999999966,-0.06693011130880946,-0.0386,450.99,450.99,456.87,445.41,448.33,3201472,456.87,HISTORICAL_PRICES,ADBE,"Mar 25, 21",445.41,-0.06693011130880946,448.33,,ADBE,450.99,456.87,445.41,448.33,3201472,2021-03-26 00:48:07,3201472
0.5199999999999818,-0.06585426407911613,0.0012,451.51,451.51,465.61,448.34,464.7642,5214125,465.61,HISTORICAL_PRICES,ADBE,"Mar 24, 21",448.34,-0.06585426407911613,464.7642,,ADBE,451.51,465.61,448.34,464.7642,5214125,2021-03-25 00:48:01,5214125
8.689999999999998,-0.047875201721355544,0.0192,460.2,460.2,466.88,456.41,457.35,5316974,466.88,HISTORICAL_PRICES,ADBE,"Mar 23, 21",456.41,-0.047875201721355544,457.35,,ADBE,460.2,466.88,456.41,457.35,5316974,2021-03-24 01:00:21,5316974
-7.789999999999964,-0.06399222079695442,-0.0169,452.41,452.41,457.82,444.86,444.86,2944311,457.82,HISTORICAL_PRICES,ADBE,"Mar 22, 21",444.86,-0.06399222079695442,444.86,,ADBE,452.41,457.82,444.86,444.86,2944311,2021-03-23 00:48:03,2944311
-10.910000000000025,-0.08656432325071374,-0.0241,441.5,441.5,444.5,438.14,439.18,3923830,444.5,HISTORICAL_PRICES,ADBE,"Mar 19, 21",438.14,-0.08656432325071374,439.18,,ADBE,441.5,444.5,438.14,439.18,3923830,2021-03-20 01:16:01,3923830
-2.319999999999993,-0.09136425704473036,-0.0053,439.18,439.18,446.86,438.5,443.16,2932687,446.86,HISTORICAL_PRICES,ADBE,"Mar 18, 21",438.5,-0.09136425704473036,443.16,,ADBE,439.18,446.86,438.5,443.16,2932687,2021-03-19 01:00:01,2932687
11.829999999999984,-0.06688873256920591,0.0269,451.01,451.01,453.94,441.02,445.44,2502732,453.94,HISTORICAL_PRICES,ADBE,"Mar 17, 21",441.02,-0.06688873256920591,445.44,,ADBE,451.01,453.94,441.02,445.44,2502732,2021-03-18 02:00:03,2502732
-0.46999999999997044,-0.06786113294989025,-0.001,450.54,450.54,457.41,449.6701,452.01,2618819,457.41,HISTORICAL_PRICES,ADBE,"Mar 16, 21",449.6701,-0.06786113294989025,452.01,,ADBE,450.54,457.41,449.6701,452.01,2618819,2021-03-17 01:16:07,2618819
-2.9500000000000455,-0.07396449704142012,-0.0065,447.59,447.59,447.79,437.77,444.4,2508699,447.79,HISTORICAL_PRICES,ADBE,"Mar 15, 21",437.77,-0.07396449704142012,444.4,,ADBE,447.59,447.79,437.77,444.4,2508699,2021-03-16 01:48:02,2508699
-3.2899999999999636,-0.08077129970621087,-0.0074,444.3,444.3,445.89,438.6,443.45,2183051,445.89,HISTORICAL_PRICES,ADBE,"Mar 12, 21",438.6,-0.08077129970621087,443.45,,ADBE,444.3,445.89,438.6,443.45,2183051,2021-03-13 02:16:03,2183051
6.759999999999991,-0.06678528572019692,0.0152,451.06,451.06,454.07,447.305,448.1361,2762233,454.07,HISTORICAL_PRICES,ADBE,"Mar 11, 21",447.305,-0.06678528572019692,448.1361,,ADBE,451.06,454.07,447.305,448.1361,2762233,2021-03-12 02:00:01,2762233
-14.050000000000011,-0.09585385029172008,-0.0311,437.01,437.01,448.46,436.82,445.7277,2747267,448.46,HISTORICAL_PRICES,ADBE,"Mar 10, 21",436.82,-0.09585385029172008,445.7277,,ADBE,437.01,448.46,436.82,445.7277,2747267,2021-03-11 01:48:00,2747267
2.170000000000016,-0.09136425704473036,0.005,439.18,439.18,442.75,436.0,437.84,3926385,442.75,HISTORICAL_PRICES,ADBE,"Mar 9, 21",436.0,-0.09136425704473036,437.84,,ADBE,439.18,442.75,436.0,437.84,3926385,2021-03-10 01:48:06,3926385
-17.980000000000018,-0.12856374394835932,-0.0409,421.2,421.2,440.99,420.78,439.76,3885123,440.99,HISTORICAL_PRICES,ADBE,"Mar 8, 21",420.78,-0.12856374394835932,439.76,,ADBE,421.2,440.99,420.78,439.76,3885123,2021-03-09 02:16:09,3885123
19.629999999999995,-0.08795051102743409,0.0466,440.83,440.83,444.95,423.7101,444.88,4614971,444.95,HISTORICAL_PRICES,ADBE,"Mar 5, 21",423.7101,-0.08795051102743409,444.88,,ADBE,440.83,444.95,423.7101,444.88,4614971,2021-03-06 02:16:08,4614971
-1.7699999999999818,-0.09161252948235192,-0.004,439.06,439.06,457.53,437.63,446.45,4486442,457.53,HISTORICAL_PRICES,ADBE,"Mar 4, 21",437.63,-0.09161252948235192,446.45,,ADBE,439.06,457.53,437.63,446.45,4486442,2021-03-05 02:00:05,4486442
9.389999999999986,-0.07218521123846565,0.0214,448.45,448.45,464.68,448.09,463.22,2808148,464.68,HISTORICAL_PRICES,ADBE,"Mar 3, 21",448.09,-0.07218521123846565,463.22,,ADBE,448.45,464.68,448.09,463.22,2808148,2021-03-04 02:00:12,2808148
18.139999999999986,-0.03465469441800803,0.0405,466.59,466.59,473.8016,463.46,473.03,2211002,473.8016,HISTORICAL_PRICES,ADBE,"Mar 2, 21",463.46,-0.03465469441800803,473.03,,ADBE,466.59,473.8016,463.46,473.03,2211002,2021-03-03 02:00:01,2211002
2.980000000000018,-0.028489262217072833,0.0064,469.57,469.57,470.5,462.65,465.68,2358980,470.5,HISTORICAL_PRICES,ADBE,"Mar 1, 21",462.65,-0.028489262217072833,465.68,,ADBE,469.57,470.5,462.65,465.68,2358980,2021-03-02 02:16:01,2358980
-9.899999999999977,-0.048971738320850666,-0.0211,459.67,459.67,467.32,456.01,462.8046,3154846,467.32,HISTORICAL_PRICES,ADBE,"Feb 26, 21",456.01,-0.048971738320850666,462.8046,,ADBE,459.67,467.32,456.01,462.8046,3154846,2021-02-27 02:16:03,3154846
-0.5099999999999909,-0.050026896180742235,-0.0011,459.16,459.16,476.31,456.01,471.24,3252503,476.31,HISTORICAL_PRICES,ADBE,"Feb 25, 21",456.01,-0.050026896180742235,471.24,,ADBE,459.16,476.31,456.01,471.24,3252503,2021-02-26 02:32:01,3252503
17.45999999999998,-0.013903256506806742,0.038,476.62,476.62,477.35,460.29,463.49,3390646,477.35,HISTORICAL_PRICES,ADBE,"Feb 24, 21",460.29,-0.013903256506806742,463.49,,ADBE,476.62,477.35,460.29,463.49,3390646,2021-02-25 02:00:01,3390646
-8.819999999999993,-0.032151280671990655,-0.0185,467.8,467.8,471.44,450.12,461.02,4164345,471.44,HISTORICAL_PRICES,ADBE,"Feb 23, 21",450.12,-0.032151280671990655,461.02,,ADBE,467.8,471.44,450.12,461.02,4164345,2021-02-24 02:00:06,4164345
-0.4700000000000273,-0.033123681052675116,-0.001,467.33,467.33,472.1,466.66,470.48,2510485,472.1,HISTORICAL_PRICES,ADBE,"Feb 22, 21",466.66,-0.033123681052675116,470.48,,ADBE,467.33,472.1,466.66,470.48,2510485,2021-02-23 05:00:06,2510485
11.79000000000002,-0.008730914056357782,0.0252,479.12,479.12,488.65,476.1,487.16,2720714,488.65,HISTORICAL_PRICES,ADBE,"Feb 19, 21",476.1,-0.008730914056357782,487.16,,ADBE,479.12,488.65,476.1,487.16,2720714,2021-02-20 02:16:05,2720714
9.25,0.010406753010303367,0.0193,488.37,488.37,489.8,480.0,486.32,1803375,489.8,HISTORICAL_PRICES,ADBE,"Feb 18, 21",480.0,0.010406753010303367,486.32,,ADBE,488.37,489.8,480.0,486.32,1803375,2021-02-19 02:01:26,1803375
2.8600000000000136,0.016323912773617007,0.0059,491.23,491.23,495.55,485.51,495.41,2114019,495.55,HISTORICAL_PRICES,ADBE,"Feb 17, 21",485.51,0.016323912773617007,495.41,,ADBE,491.23,495.55,485.51,495.41,2114019,2021-02-18 02:48:04,2114019
10.409999999999968,0.03786154673728641,0.0212,501.64,501.64,506.51,497.595,500.03,1846163,506.51,HISTORICAL_PRICES,ADBE,"Feb 16, 21",497.595,0.03786154673728641,500.03,,ADBE,501.64,506.51,497.595,500.03,1846163,2021-02-17 02:00:03,1846163
-2.8000000000000114,0.03206852319278355,-0.0056,498.84,498.84,499.36,491.76,495.16,1450621,499.36,HISTORICAL_PRICES,ADBE,"Feb 12, 21",491.76,0.03206852319278355,495.16,,ADBE,498.84,499.36,491.76,495.16,1450621,2021-02-13 02:16:06,1450621
-2.2199999999999704,0.027475483096784936,-0.0045,496.62,496.62,497.0,491.08,494.53,1609829,497.0,HISTORICAL_PRICES,ADBE,"Feb 11, 21",491.08,0.027475483096784936,494.53,,ADBE,496.62,497.0,491.08,494.53,1609829,2021-02-12 01:48:03,1609829
