change,changeOverTime,changePercent,close,fClose,fHigh,fLow,fOpen,fVolume,high,id,key,label,low,marketChangeOverTime,open,subkey,symbol,uClose,uHigh,uLow,uOpen,uVolume,updated,volume
0.0,0.0,0.0,224.36,224.36,231.25,223.5,230.68,23497464,231.25,HISTORICAL_PRICES,BABA,"Apr 1, 21",223.5,0.0,230.68,,BABA,224.36,231.25,223.5,230.68,23497464,2021-04-02 00:48:02,23497464
2.369999999999976,0.010563380281690033,0.0106,226.73,226.73,231.52,226.47,229.89,16825400,231.52,HISTORICAL_PRICES,BABA,"Mar 31, 21",226.47,0.010563380281690033,229.89,,BABA,226.73,231.52,226.47,229.89,16825400,2021-04-01 00:48:07,16825400
2.5200000000000102,0.02179532893563909,0.0111,229.25,229.25,230.45,226.64,229.27,14828659,230.45,HISTORICAL_PRICES,BABA,"Mar 30, 21",226.64,0.02179532893563909,229.27,,BABA,229.25,230.45,226.64,229.27,14828659,2021-03-31 01:16:12,14828659
2.6100000000000136,0.03342841861294348,0.0114,231.86,231.86,232.38,225.1,225.49,18029105,232.38,HISTORICAL_PRICES,BABA,"Mar 29, 21",225.1,0.03342841861294348,225.49,,BABA,231.86,232.38,225.1,225.49,18029105,2021-03-30 01:00:09,18029105
-4.600000000000023,0.012925655197004712,-0.0198,227.26,227.26,229.239,220.42,222.0,22030750,229.239,HISTORICAL_PRICES,BABA,"Mar 26, 21",220.42,0.012925655197004712,222.0,,BABA,227.26,229.239,220.42,222.0,22030750,2021-03-27 01:16:01,22030750
-4.539999999999992,-0.007309680870030374,-0.02,222.72,222.72,229.24,222.5,225.0,24819815,229.24,HISTORICAL_PRICES,BABA,"Mar 25, 21",222.5,-0.007309680870030374,225.0,,BABA,222.72,229.24,222.5,225.0,24819815,2021-03-26 00:48:04,24819815
6.8700000000000045,0.023310750579425877,0.0308,229.59,229.59,237.3,229.24,236.83,15949850,237.3,HISTORICAL_PRICES,BABA,"Mar 24, 21",229.24,0.023310750579425877,236.83,,BABA,229.59,237.3,229.24,236.83,15949850,2021-03-25 00:48:01,15949850
8.079999999999984,0.05932430023177025,0.0352,237.67,237.67,241.12,235.5,237.3,12295566,241.12,HISTORICAL_PRICES,BABA,"Mar 23, 21",235.5,0.05932430023177025,237.3,,BABA,237.67,241.12,235.5,237.3,12295566,2021-03-24 01:00:06,12295566
-0.549999999999983,0.056872882866821135,-0.0023,237.12,237.12,238.53,235.0,235.855,12063171,238.53,HISTORICAL_PRICES,BABA,"Mar 22, 21",235.0,0.056872882866821135,235.855,,BABA,237.12,238.53,235.0,235.855,12063171,2021-03-23 00:48:07,12063171
2.6699999999999875,0.06877339989302896,0.0113,239.79,239.79,241.6,236.8838,239.66,15959658,241.6,HISTORICAL_PRICES,BABA,"Mar 19, 21",236.8838,0.06877339989302896,239.66,,BABA,239.79,241.6,236.8838,239.66,15959658,2021-03-20 01:16:02,15959658
-3.359999999999985,0.05379746835443035,-0.014,236.43,236.43,239.5,235.56,238.56,14836080,239.5,HISTORICAL_PRICES,BABA,"Mar 18, 21",235.56,0.05379746835443035,238.56,,BABA,236.43,239.5,235.56,238.56,14836080,2021-03-19 01:00:26,14836080
-3.0900000000000034,0.04002495988589762,-0.0131,233.34,233.34,235.63,225.81,226.5,16949507,235.63,HISTORICAL_PRICES,BABA,"Mar 17, 21",225.81,0.04002495988589762,226.5,,BABA,233.34,235.63,225.81,226.5,16949507,2021-03-18 02:00:05,16949507
-6.409999999999997,0.011454804778035269,-0.0275,226.93,226.93,229.85,225.53,228.07,19336592,229.85,HISTORICAL_PRICES,BABA,"Mar 16, 21",225.53,0.011454804778035269,228.07,,BABA,226.93,229.85,225.53,228.07,19336592,2021-03-17 01:16:01,19336592
3.3499999999999943,0.026386165091816665,0.0148,230.28,230.28,230.45,226.26,228.41,14520334,230.45,HISTORICAL_PRICES,BABA,"Mar 15, 21",226.26,0.026386165091816665,228.41,,BABA,230.28,230.45,226.26,228.41,14520334,2021-03-16 01:48:09,14520334
1.5900000000000034,0.033472989837760696,0.0069,231.87,231.87,235.45,229.7058,233.695,17778446,235.45,HISTORICAL_PRICES,BABA,"Mar 12, 21",229.7058,0.033472989837760696,233.695,,BABA,231.87,235.45,229.7058,233.695,17778446,2021-03-13 02:16:04,17778446
8.930000000000007,0.0732750935995721,0.0385,240.8,240.8,241.72,235.0,237.2,15162534,241.72,HISTORICAL_PRICES,BABA,"Mar 11, 21",235.0,0.0732750935995721,237.2,,BABA,240.8,241.72,235.0,237.2,15162534,2021-03-12 02:00:02,15162534
-6.5,0.04430379746835442,-0.027,234.3,234.3,241.325,233.64,241.0,10491176,241.325,HISTORICAL_PRICES,BABA,"Mar 10, 21",233.64,0.04430379746835442,241.0,,BABA,234.3,241.325,233.64,241.0,10491176,2021-03-11 01:48:02,10491176
3.839999999999975,0.06141914779818137,0.0164,238.14,238.14,238.74,233.075,233.38,15291260,238.74,HISTORICAL_PRICES,BABA,"Mar 9, 21",233.075,0.06141914779818137,233.38,,BABA,238.14,238.74,233.075,233.38,15291260,2021-03-10 01:48:09,15291260
-11.449999999999989,0.010385095382421038,-0.0481,226.69,226.69,230.81,226.53,229.02,17138380,230.81,HISTORICAL_PRICES,BABA,"Mar 8, 21",226.53,0.010385095382421038,229.02,,BABA,226.69,230.81,226.53,229.02,17138380,2021-03-09 02:16:05,17138380
7.199999999999989,0.04247637725084673,0.0318,233.89,233.89,236.43,228.34,235.42,15988377,236.43,HISTORICAL_PRICES,BABA,"Mar 5, 21",228.34,0.04247637725084673,235.42,,BABA,233.89,236.43,228.34,235.42,15988377,2021-03-06 02:16:02,15988377
-3.3899999999999864,0.027366732037796337,-0.0145,230.5,230.5,236.37,228.36,235.0,22964848,236.37,HISTORICAL_PRICES,BABA,"Mar 4, 21",228.36,0.027366732037796337,235.0,,BABA,230.5,236.37,228.36,235.0,22964848,2021-03-05 02:00:24,22964848
5.77000000000001,0.053084328757354235,0.025,236.27,236.27,239.6086,234.4506,237.5,13571668,239.6086,HISTORICAL_PRICES,BABA,"Mar 3, 21",234.4506,0.053084328757354235,237.5,,BABA,236.27,239.6086,234.4506,237.5,13571668,2021-03-04 02:00:13,13571668
-1.8500000000000227,0.044838652166161404,-0.0078,234.42,234.42,241.2,234.27,238.79,14644193,241.2,HISTORICAL_PRICES,BABA,"Mar 2, 21",234.27,0.044838652166161404,238.79,,BABA,234.42,241.2,234.27,238.79,14644193,2021-03-03 02:00:07,14644193
7.27000000000001,0.077241932608308,0.031,241.69,241.69,242.79,239.26,241.05,14043349,242.79,HISTORICAL_PRICES,BABA,"Mar 1, 21",239.26,0.077241932608308,241.05,,BABA,241.69,242.79,239.26,241.05,14043349,2021-03-02 02:16:05,14043349
-3.930000000000007,0.059725441255125584,-0.0163,237.76,237.76,244.9,237.65,244.63,17470658,244.9,HISTORICAL_PRICES,BABA,"Feb 26, 21",237.65,0.059725441255125584,244.63,,BABA,237.76,244.9,237.65,244.63,17470658,2021-02-27 02:16:11,17470658
2.420000000000016,0.07051167766090209,0.0102,240.18,240.18,250.34,240.07,250.0,17967251,250.34,HISTORICAL_PRICES,BABA,"Feb 25, 21",240.07,0.07051167766090209,250.0,,BABA,240.18,250.34,240.07,250.0,17967251,2021-02-26 02:32:03,17967251
10.159999999999997,0.11579604207523618,0.0423,250.34,250.34,252.0,248.1,252.0,12831653,252.0,HISTORICAL_PRICES,BABA,"Feb 24, 21",248.1,0.11579604207523618,252.0,,BABA,250.34,252.0,248.1,252.0,12831653,2021-02-25 02:00:09,12831653
2.4099999999999966,0.12653770725619534,0.0096,252.75,252.75,254.9,241.62,247.31,15980265,254.9,HISTORICAL_PRICES,BABA,"Feb 23, 21",241.62,0.12653770725619534,247.31,,BABA,252.75,254.9,241.62,247.31,15980265,2021-02-24 02:00:15,15980265
1.25,0.13210911035835257,0.0049,254.0,254.0,259.46,254.0,257.99,14403489,259.46,HISTORICAL_PRICES,BABA,"Feb 22, 21",254.0,0.13210911035835257,257.99,,BABA,254.0,259.46,254.0,257.99,14403489,2021-02-23 05:00:14,14403489
