change,changeOverTime,changePercent,close,fClose,fHigh,fLow,fOpen,fVolume,high,id,key,label,low,marketChangeOverTime,open,subkey,symbol,uClose,uHigh,uLow,uOpen,uVolume,updated,volume
0.0,0.0,0.0,81.09,81.09,81.31,79.48,80.155,40182380,81.31,HISTORICAL_PRICES,AMD,"Apr 1, 21",79.48,0.0,80.155,,AMD,81.09,81.31,79.48,80.155,40182380,2021-04-02 00:48:02,40182380
-2.5900000000000034,-0.03193981995313853,-0.0319,78.5,78.5,79.13,76.52,76.57,43659455,79.13,HISTORICAL_PRICES,AMD,"Mar 31, 21",76.52,-0.03193981995313853,76.57,,AMD,78.5,79.13,76.52,76.57,43659455,2021-04-01 00:48:04,43659455
-2.5,-0.06276976199284749,-0.0318,76.0,76.0,76.56,74.85,76.47,39169250,76.56,HISTORICAL_PRICES,AMD,"Mar 30, 21",74.85,-0.06276976199284749,76.47,,AMD,76.0,76.56,74.85,76.47,39169250,2021-03-31 01:16:05,39169250
1.1400000000000006,-0.0487113084227402,0.015,77.14,77.14,78.02,76.26,77.03,37144298,78.02,HISTORICAL_PRICES,AMD,"Mar 29, 21",76.26,-0.0487113084227402,77.03,,AMD,77.14,78.02,76.26,77.03,37144298,2021-03-30 01:00:07,37144298
0.269999999999996,-0.04538167468245168,0.0035,77.41,77.41,77.4995,75.03,76.62,49148659,77.4995,HISTORICAL_PRICES,AMD,"Mar 26, 21",75.03,-0.04538167468245168,76.62,,AMD,77.41,77.4995,75.03,76.62,49148659,2021-03-27 01:16:04,49148659
-1.1899999999999977,-0.06005672709335312,-0.0154,76.22,76.22,76.95,74.96,75.85,44735103,76.95,HISTORICAL_PRICES,AMD,"Mar 25, 21",74.96,-0.06005672709335312,75.85,,AMD,76.22,76.95,74.96,75.85,44735103,2021-03-26 00:48:05,44735103
0.2600000000000051,-0.056850413121223325,0.0034,76.48,76.48,78.8,76.4,77.55,43753642,78.8,HISTORICAL_PRICES,AMD,"Mar 24, 21",76.4,-0.056850413121223325,77.55,,AMD,76.48,78.8,76.4,77.55,43753642,2021-03-25 00:48:02,43753642
1.8999999999999915,-0.033419657171044614,0.0248,78.38,78.38,80.34,77.95,80.13,40466635,80.34,HISTORICAL_PRICES,AMD,"Mar 23, 21",77.95,-0.033419657171044614,80.13,,AMD,78.38,80.34,77.95,80.13,40466635,2021-03-24 01:00:21,40466635
1.9200000000000017,-0.00974226168454811,0.0245,80.3,80.3,81.265,79.22,79.99,39648614,81.265,HISTORICAL_PRICES,AMD,"Mar 22, 21",79.22,-0.00974226168454811,79.99,,AMD,80.3,81.265,79.22,79.99,39648614,2021-03-23 00:48:04,39648614
-1.2399999999999949,-0.025033912936243692,-0.0154,79.06,79.06,79.34,77.59,78.49,42283391,79.34,HISTORICAL_PRICES,AMD,"Mar 19, 21",77.59,-0.025033912936243692,78.49,,AMD,79.06,79.34,77.59,78.49,42283391,2021-03-20 01:16:01,42283391
-0.9399999999999977,-0.03662597114317424,-0.0119,78.12,78.12,81.62,78.01,81.055,51036502,81.62,HISTORICAL_PRICES,AMD,"Mar 18, 21",78.01,-0.03662597114317424,81.055,,AMD,78.12,81.62,78.01,81.055,51036502,2021-03-19 01:00:20,51036502
4.509999999999991,0.018991244296460624,0.0577,82.63,82.63,83.25,80.411,81.75,43320573,83.25,HISTORICAL_PRICES,AMD,"Mar 17, 21",80.411,0.018991244296460624,81.75,,AMD,82.63,83.25,80.411,81.75,43320573,2021-03-18 02:00:59,43320573
0.12000000000000455,0.02047108151436671,0.0015,82.75,82.75,84.75,82.255,83.66,42971552,84.75,HISTORICAL_PRICES,AMD,"Mar 16, 21",82.255,0.02047108151436671,83.66,,AMD,82.75,84.75,82.255,83.66,42971552,2021-03-17 01:16:02,42971552
-0.25,0.017388087310395813,-0.003,82.5,82.5,83.39,81.2,81.91,39365424,83.39,HISTORICAL_PRICES,AMD,"Mar 15, 21",81.2,0.017388087310395813,81.91,,AMD,82.5,83.39,81.2,81.91,39365424,2021-03-16 01:48:09,39365424
-1.4500000000000028,-0.0004932790726354206,-0.0176,81.05,81.05,81.19,79.23,79.73,32937950,81.19,HISTORICAL_PRICES,AMD,"Mar 12, 21",79.23,-0.0004932790726354206,79.73,,AMD,81.05,81.19,79.23,79.73,32937950,2021-03-13 02:16:03,32937950
0.18000000000000682,0.001726476754223709,0.0022,81.23,81.23,81.89,79.37,79.4,43583719,81.89,HISTORICAL_PRICES,AMD,"Mar 11, 21",79.37,0.001726476754223709,79.4,,AMD,81.23,81.89,79.37,79.4,43583719,2021-03-12 02:00:02,43583719
-3.710000000000008,-0.04402515723270449,-0.0457,77.52,77.52,80.04,77.41,79.75,45416616,80.04,HISTORICAL_PRICES,AMD,"Mar 10, 21",77.41,-0.04402515723270449,79.75,,AMD,77.52,80.04,77.41,79.75,45416616,2021-03-11 01:48:01,45416616
1.0100000000000051,-0.031569860648662004,0.013,78.53,78.53,79.215,75.77,76.73,45088336,79.215,HISTORICAL_PRICES,AMD,"Mar 9, 21",75.77,-0.031569860648662004,76.73,,AMD,78.53,79.215,75.77,76.73,45088336,2021-03-10 01:48:09,45088336
-4.570000000000007,-0.08792699469725009,-0.0582,73.96,73.96,79.0,73.86,78.03,54563874,79.0,HISTORICAL_PRICES,AMD,"Mar 8, 21",73.86,-0.08792699469725009,78.03,,AMD,73.96,79.0,73.86,78.03,54563874,2021-03-09 02:16:07,54563874
4.560000000000002,-0.031693180416820906,0.0617,78.52,78.52,79.48,74.2,79.0,58548912,79.48,HISTORICAL_PRICES,AMD,"Mar 5, 21",74.2,-0.031693180416820906,79.0,,AMD,78.52,79.48,74.2,79.0,58548912,2021-03-06 02:16:09,58548912
