accountsPayable,capitalSurplus,commonStock,currency,currentAssets,currentCash,currentLongTermDebt,filingType,fiscalDate,fiscalQuarter,fiscalYear,goodwill,intangibleAssets,inventory,longTermDebt,longTermInvestments,minorityInterest,netTangibleAssets,otherAssets,otherCurrentAssets,otherCurrentLiabilities,otherLiabilities,propertyPlantEquipment,receivables,reportDate,retainedEarnings,shareholderEquity,shortTermInvestments,symbol,totalAssets,totalCurrentLiabilities,totalLiabilities,treasuryStock,id,key,subkey,date,updated
978000000,,1097000000,USD,3912000000,1209000000,0,10-Q,2019-09-28,3,2019,289000000,0,1040000000,872000000,1341000000,0,1887000000,335000000,270000000,886000000,140000000,453000000,1393000000,2019-10-30,-7265000000,2176000000,270000000,AMD,5253000000,1864000000,3077000000,-53000000,BALANCE_SHEET,AMD,quarterly,1569628800000,1612292414000
1029000000,,1084000000,USD,3754000000,1128000000,0,10-Q,2019-06-29,2,2019,289000000,231000000,1015000000,1031000000,1348000000,0,1381000000,100000000,278000000,775000000,155000000,458000000,1333000000,2019-07-31,-7385000000,1901000000,278000000,AMD,5102000000,1804000000,3201000000,-50000000,BALANCE_SHEET,AMD,quarterly,1561766400000,1612292414000
930000000,,1044000000,USD,3677000000,1194000000,70000000,10-Q,2019-03-30,1,2019,289000000,0,955000000,1024000000,1254000000,0,1499000000,317000000,287000000,764000000,142000000,377000000,1241000000,2019-05-01,-7420000000,1788000000,287000000,AMD,4931000000,1764000000,3143000000,-48000000,BALANCE_SHEET,AMD,quarterly,1553904000000,1612292414000
1061000000,,1001000000,USD,3540000000,1161000000,136000000,10-K,2018-12-29,4,2018,289000000,226000000,845000000,1114000000,1016000000,0,751000000,95000000,299000000,787000000,192000000,348000000,1235000000,2019-02-08,-7436000000,1266000000,299000000,AMD,4556000000,1984000000,3290000000,-50000000,BALANCE_SHEET,AMD,quarterly,1546041600000,1612292414000
1041000000,,987000000,USD,3314000000,1056000000,136000000,10-Q,2018-09-29,3,2018,289000000,0,738000000,1167000000,1033000000,0,836000000,368000000,313000000,701000000,177000000,318000000,1207000000,2018-10-31,-7474000000,1125000000,313000000,AMD,4347000000,1878000000,3222000000,-67000000,BALANCE_SHEET,AMD,quarterly,1538179200000,1612292414000
995000000,,972000000,USD,3099000000,983000000,223000000,10-Q,2018-06-30,2,2018,289000000,0,750000000,1170000000,1004000000,0,590000000,363000000,248000000,650000000,186000000,295000000,1118000000,2018-08-02,-7576000000,879000000,248000000,AMD,4103000000,1868000000,3224000000,-109000000,BALANCE_SHEET,AMD,quarterly,1530316800000,1612292415000
830000000,,968000000,USD,2751000000,1045000000,223000000,10-Q,2018-03-31,1,2018,289000000,0,715000000,1165000000,1012000000,0,426000000,376000000,253000000,644000000,186000000,290000000,738000000,2018-05-03,-7692000000,715000000,253000000,AMD,3763000000,1697000000,3048000000,-108000000,BALANCE_SHEET,AMD,quarterly,1522454400000,1612292415000
796000000,,967000000,USD,2622000000,1187000000,70000000,10-K,2017-12-30,4,2017,289000000,239000000,739000000,1325000000,918000000,0,83000000,71000000,296000000,620000000,118000000,261000000,400000000,2018-02-27,-7760000000,611000000,296000000,AMD,3540000000,1486000000,2929000000,-108000000,BALANCE_SHEET,AMD,quarterly,1514592000000,1612292415000
916000000,,957000000,USD,2699000000,879000000,70000000,10-Q,2017-09-30,3,2017,289000000,0,794000000,1356000000,887000000,0,231000000,305000000,255000000,605000000,119000000,236000000,771000000,2017-11-02,-7821000000,520000000,255000000,AMD,3586000000,1591000000,3066000000,-108000000,BALANCE_SHEET,AMD,quarterly,1506729600000,1612292415000
857000000,,945000000,USD,2511000000,844000000,42000000,10-Q,2017-07-01,2,2017,289000000,0,833000000,1375000000,859000000,0,128000000,312000000,220000000,550000000,129000000,200000000,614000000,2017-08-03,-7892000000,417000000,220000000,AMD,3370000000,1449000000,2953000000,-105000000,BALANCE_SHEET,AMD,quarterly,1498867200000,1612292415000
858000000,,939000000,USD,2498000000,943000000,0,10-Q,2017-04-01,1,2017,289000000,0,839000000,1408000000,801000000,0,120000000,274000000,222000000,514000000,110000000,180000000,494000000,2017-05-08,-7876000000,409000000,222000000,AMD,3299000000,1372000000,2890000000,-99000000,BALANCE_SHEET,AMD,quarterly,1491004800000,1612292415000
695000000,,938000000,USD,2530000000,1264000000,0,10-K,2016-12-31,4,2016,289000000,232000000,751000000,1435000000,791000000,0,-105000000,47000000,204000000,651000000,124000000,164000000,311000000,2017-02-21,-7803000000,416000000,204000000,AMD,3321000000,1346000000,2905000000,-119000000,BALANCE_SHEET,AMD,quarterly,1483142400000,1612292415000
1010000000,,815000000,USD,2824000000,1258000000,0,10-Q,2016-09-24,3,2016,289000000,0,772000000,1632000000,792000000,0,96000000,282000000,154000000,463000000,126000000,161000000,640000000,2016-10-26,-7752000000,385000000,154000000,AMD,3616000000,1473000000,3231000000,-127000000,BALANCE_SHEET,AMD,quarterly,1474675200000,1612292415000
860000000,,794000000,USD,2506000000,957000000,226000000,10-Q,2016-06-25,2,2016,289000000,0,743000000,2012000000,810000000,0,-702000000,290000000,135000000,495000000,136000000,169000000,671000000,2016-07-26,-7346000000,-413000000,135000000,AMD,3316000000,1581000000,3729000000,-125000000,BALANCE_SHEET,AMD,quarterly,1466812800000,1612292416000
557000000,,793000000,USD,2226000000,716000000,230000000,10-Q,2016-03-26,1,2016,278000000,0,675000000,2006000000,755000000,0,-781000000,301000000,327000000,541000000,150000000,176000000,508000000,2016-04-28,-7415000000,-503000000,327000000,AMD,2981000000,1328000000,3484000000,-123000000,BALANCE_SHEET,AMD,quarterly,1458950400000,1612292416000
524000000,,792000000,USD,2320000000,785000000,230000000,10-K,2015-12-26,4,2015,278000000,189000000,678000000,2032000000,789000000,0,-879000000,134000000,141000000,649000000,86000000,188000000,533000000,2016-02-18,-7306000000,-412000000,141000000,AMD,3109000000,1403000000,3521000000,-123000000,BALANCE_SHEET,AMD,quarterly,1451088000000,1612292416000
614000000,,785000000,USD,2466000000,755000000,230000000,10-Q,2015-09-26,3,2015,283000000,0,761000000,2030000000,763000000,0,-619000000,286000000,146000000,605000000,86000000,194000000,648000000,2015-11-03,-7204000000,-336000000,146000000,AMD,3229000000,1449000000,3565000000,-122000000,BALANCE_SHEET,AMD,quarterly,1443225600000,1612292416000
651000000,,778000000,USD,2451000000,829000000,235000000,10-Q,2015-06-27,2,2015,320000000,0,799000000,2034000000,930000000,0,-461000000,321000000,136000000,513000000,89000000,289000000,687000000,2015-07-30,-7007000000,-141000000,136000000,AMD,3381000000,1399000000,3522000000,-121000000,BALANCE_SHEET,AMD,quarterly,1435363200000,1612292416000
502000000,,777000000,USD,2497000000,906000000,235000000,10-Q,2015-03-28,1,2015,320000000,0,688000000,2033000000,931000000,0,-303000000,314000000,132000000,555000000,86000000,297000000,771000000,2015-04-29,-6826000000,17000000,132000000,AMD,3428000000,1292000000,3411000000,-120000000,BALANCE_SHEET,AMD,quarterly,1427500800000,1612292416000
12770000000,,7555000000,USD,173973000000,131968000000,5387000000,10-Q,2020-12-31,2,2021,44219000000,6555000000,1924000000,55136000000,130164000000,0,79462000000,13561000000,12769000000,49329000000,42230000000,51737000000,27312000000,2021-01-26,44973000000,130236000000,12769000000,MSFT,304137000000,67486000000,173901000000,0,BALANCE_SHEET,MSFT,quarterly,1609372800000,1611841597000
12509000000,,7566000000,USD,177077000000,137977000000,6497000000,10-Q,2020-09-30,1,2021,43890000000,6923000000,2705000000,57055000000,123924000000,0,72579000000,13034000000,13544000000,51050000000,42558000000,47927000000,22851000000,2020-10-27,39193000000,123392000000,13544000000,MSFT,301001000000,70056000000,177609000000,0,BALANCE_SHEET,MSFT,quarterly,1601424000000,1611841597000
12530000000,,7583000000,USD,181915000000,136527000000,3749000000,10-K,2020-06-30,4,2020,43351000000,7038000000,1895000000,59578000000,119396000000,0,67915000000,13138000000,11482000000,56031000000,43244000000,44151000000,32011000000,2020-07-31,34566000000,118304000000,11482000000,MSFT,301311000000,72310000000,183007000000,0,BALANCE_SHEET,MSFT,quarterly,1593475200000,1611841597000
9246000000,,7602000000,USD,170505000000,137626000000,3748000000,10-Q,2020-03-31,3,2020,42064000000,6855000000,1644000000,62862000000,114944000000,0,65582000000,13696000000,8536000000,45713000000,41946000000,41221000000,22699000000,2020-04-29,32012000000,114501000000,8536000000,MSFT,285449000000,58707000000,170948000000,0,BALANCE_SHEET,MSFT,quarterly,1585612800000,1611841597000
8811000000,,7621000000,USD,167074000000,134253000000,6247000000,10-Q,2019-12-31,2,2020,42248000000,7126000000,1823000000,63361000000,115720000000,0,60735000000,14630000000,7473000000,44582000000,42290000000,40522000000,23525000000,2020-01-29,30739000000,110109000000,7473000000,MSFT,282794000000,59640000000,172685000000,0,BALANCE_SHEET,MSFT,quarterly,1577750400000,1611841597000
8574000000,,7634000000,USD,165896000000,136636000000,3017000000,10-Q,2019-09-30,1,2020,42113000000,7508000000,2622000000,66478000000,113059000000,0,56440000000,14455000000,7551000000,46527000000,41405000000,38409000000,19087000000,2019-10-23,27240000000,106061000000,7551000000,MSFT,278955000000,58118000000,172894000000,0,BALANCE_SHEET,MSFT,quarterly,1569801600000,1611841597000
9382000000,,7655000000,USD,175552000000,133819000000,5516000000,10-K,2019-06-30,4,2019,42026000000,7750000000,2063000000,66662000000,111004000000,0,52554000000,14723000000,10146000000,54522000000,41723000000,36477000000,29524000000,2019-08-01,24150000000,102330000000,10146000000,MSFT,286556000000,69420000000,184226000000,0,BALANCE_SHEET,MSFT,quarterly,1561852800000,1611841597000
7544000000,,7672000000,USD,159887000000,131618000000,6515000000,10-Q,2019-03-31,3,2019,41861000000,8103000000,1951000000,66585000000,103394000000,0,44900000000,10258000000,7049000000,39802000000,40161000000,33648000000,19269000000,2019-04-24,18338000000,94864000000,7049000000,MSFT,263281000000,53861000000,168417000000,0,BALANCE_SHEET,MSFT,quarterly,1553990400000,1611841597000
7563000000,,7692000000,USD,156874000000,127662000000,3516000000,10-Q,2018-12-31,2,2019,41577000000,8482000000,1961000000,69653000000,101985000000,0,42069000000,10129000000,7571000000,39239000000,39015000000,32717000000,19680000000,2019-01-30,16585000000,92128000000,7571000000,MSFT,258859000000,50318000000,166731000000,0,BALANCE_SHEET,MSFT,quarterly,1546214400000,1611841597000
8511000000,,7673000000,USD,164195000000,135880000000,6497000000,10-Q,2018-09-30,1,2019,35855000000,7579000000,3614000000,69733000000,93424000000,0,42533000000,9792000000,7311000000,41269000000,38013000000,31430000000,17390000000,2018-10-24,17279000000,85967000000,7311000000,MSFT,257619000000,56277000000,171652000000,0,BALANCE_SHEET,MSFT,quarterly,1538265600000,1611841597000
8617000000,,7684000000,USD,169662000000,133768000000,3998000000,10-K,2018-06-30,4,2018,35683000000,8053000000,2662000000,72242000000,89186000000,0,38982000000,7442000000,6751000000,45873000000,39291000000,29460000000,26481000000,2018-08-03,13682000000,82718000000,6751000000,MSFT,258848000000,58488000000,176130000000,0,BALANCE_SHEET,MSFT,quarterly,1530316800000,1611841597000
7623000000,,7698000000,USD,156659000000,132270000000,3677000000,10-Q,2018-03-31,3,2018,35582000000,8544000000,2084000000,73480000000,88838000000,0,35113000000,7106000000,5097000000,34833000000,38477000000,27929000000,17208000000,2018-04-26,9974000000,79239000000,5097000000,MSFT,245497000000,46133000000,166258000000,0,BALANCE_SHEET,MSFT,quarterly,1522454400000,1611841597000
7850000000,,7710000000,USD,167633000000,142780000000,15912000000,10-Q,2017-12-31,2,2018,35355000000,9034000000,2003000000,73348000000,88370000000,0,33971000000,6967000000,4422000000,34337000000,37370000000,26304000000,18428000000,2018-01-31,8567000000,78360000000,4422000000,MSFT,256003000000,58099000000,177643000000,0,BALANCE_SHEET,MSFT,quarterly,1514678400000,1611841598000
6866000000,,7708000000,USD,161031000000,138471000000,9220000000,10-Q,2017-09-30,1,2018,35389000000,9598000000,3211000000,76255000000,88066000000,0,44660000000,6083000000,4788000000,35529000000,20299000000,24809000000,14561000000,2017-10-26,19702000000,89647000000,4788000000,MSFT,249097000000,51615000000,159450000000,0,BALANCE_SHEET,MSFT,quarterly,1506729600000,1611841598000
7390000000,,7715000000,USD,159851000000,132981000000,10121000000,10-K,2017-06-30,4,2017,35122000000,10106000000,2181000000,76073000000,81235000000,0,27166000000,6250000000,4897000000,47016000000,27561000000,23734000000,19792000000,2017-08-02,2648000000,72394000000,4897000000,MSFT,241086000000,64527000000,168692000000,0,BALANCE_SHEET,MSFT,quarterly,1498780800000,1611841598000
6217000000,,7725000000,USD,146313000000,126018000000,7786000000,10-Q,2017-03-31,3,2017,34668000000,10547000000,1979000000,76222000000,78704000000,0,24514000000,4146000000,5434000000,38002000000,26596000000,21962000000,12882000000,2017-04-27,531000000,69729000000,5434000000,MSFT,225017000000,52005000000,155288000000,0,BALANCE_SHEET,MSFT,quarterly,1490918400000,1611841598000
6580000000,,7755000000,USD,144949000000,122781000000,25664000000,10-Q,2016-12-31,2,2017,34524000000,11001000000,1961000000,59306000000,79661000000,0,23284000000,3845000000,5864000000,38543000000,24575000000,21379000000,14343000000,2017-01-26,120000000,68809000000,5864000000,MSFT,224610000000,70787000000,155801000000,0,BALANCE_SHEET,MSFT,quarterly,1483142400000,1611841598000
6296000000,,7789000000,USD,157909000000,136932000000,14536000000,10-Q,2016-09-30,1,2017,17907000000,3522000000,3122000000,60154000000,54615000000,0,48943000000,3476000000,6726000000,37978000000,21624000000,19224000000,11129000000,2016-10-20,944000000,70372000000,6726000000,MSFT,212524000000,58810000000,142152000000,0,BALANCE_SHEET,MSFT,quarterly,1475193600000,1611841598000
6898000000,,7845000000,USD,139660000000,113240000000,12904000000,10-K,2016-06-30,4,2016,17872000000,3733000000,2251000000,40783000000,54034000000,0,50392000000,3642000000,5892000000,39555000000,20081000000,18356000000,18277000000,2016-07-28,2282000000,71997000000,5892000000,MSFT,193694000000,59357000000,121697000000,0,BALANCE_SHEET,MSFT,quarterly,1467244800000,1611841598000
6759000000,,7895000000,USD,128421000000,105552000000,5498000000,10-Q,2016-03-31,3,2016,17948000000,4459000000,2450000000,40896000000,53448000000,0,52399000000,2895000000,6598000000,32097000000,19139000000,16831000000,12247000000,2016-04-21,4954000000,74806000000,6598000000,MSFT,181869000000,44354000000,107063000000,0,BALANCE_SHEET,MSFT,quarterly,1459382400000,1611841598000
6936000000,,7964000000,USD,127812000000,102640000000,3750000000,10-Q,2015-12-31,2,2016,17436000000,4619000000,2702000000,40679000000,52286000000,0,54725000000,2928000000,6345000000,31957000000,17802000000,15789000000,14507000000,2016-01-28,6728000000,76780000000,6345000000,MSFT,180098000000,42643000000,103318000000,0,BALANCE_SHEET,MSFT,quarterly,1451520000000,1611841598000
6630000000,,7996000000,USD,121656000000,99355000000,10748000000,10-Q,2015-09-30,1,2016,17142000000,4745000000,3816000000,27819000000,51240000000,0,55558000000,2869000000,5594000000,32021000000,16064000000,15046000000,11444000000,2015-10-22,7614000000,77445000000,5594000000,MSFT,172896000000,49399000000,95451000000,0,BALANCE_SHEET,MSFT,quarterly,1443571200000,1611841598000
6591000000,,8064000000,USD,124712000000,96526000000,7484000000,10-K,2015-06-30,4,2015,16939000000,4835000000,2902000000,27808000000,51511000000,0,58309000000,2953000000,5461000000,35783000000,15639000000,14731000000,17908000000,2015-07-31,9096000000,80083000000,5461000000,MSFT,176223000000,49858000000,96140000000,0,BALANCE_SHEET,MSFT,quarterly,1435622400000,1611841598000
6690000000,,8167000000,USD,118398000000,95438000000,4224000000,10-Q,2015-03-31,3,2015,21728000000,6963000000,2469000000,27644000000,58285000000,0,61441000000,3200000000,6376000000,29834000000,15240000000,14375000000,12427000000,2015-04-23,18186000000,90132000000,6376000000,MSFT,176683000000,40748000000,86551000000,0,BALANCE_SHEET,MSFT,quarterly,1427760000000,1611841598000
